"id","priority","requirement_status","release_evidence_status","evidence_refs","exception_ref","blocker_reason"
"DIR-019","P0","Approved","verified","docs/plans/m3-dirty-path-status-engine.md; crates/subversionr-protocol/src/lib.rs; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/src/bridge.rs; crates/subversionr-daemon/src/native.rs; crates/subversionr-daemon/src/state.rs; crates/subversionr-daemon/tests/native_bridge.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; native/svn-bridge/include/subversionr_bridge.h; native/svn-bridge/src/subversionr_bridge.c; packages/vscode-extension/src/status/statusSnapshotStore.ts; packages/vscode-extension/tests/statusSnapshotStore.test.ts; packages/vscode-extension/src/status/statusRemoteCheckRpcClient.ts; packages/vscode-extension/tests/statusRemoteCheckRpcClient.test.ts; packages/vscode-extension/src/status/remoteStatusCheckService.ts; packages/vscode-extension/tests/remoteStatusCheckService.test.ts; packages/vscode-extension/src/scm/sourceControlResourceStore.ts; packages/vscode-extension/tests/sourceControlResourceStore.test.ts; packages/vscode-extension/src/repository/repositoryCommandController.ts; packages/vscode-extension/tests/repositoryCommandController.test.ts; scripts/release/test-vscode-installed-source-control-surface.ps1; scripts/tests/release-installed-source-control-surface-scripts.tests.ps1","none","none"
"DIR-020","P0","Approved","partial","docs/plans/m3-dirty-path-status-engine.md; packages/vscode-extension/src/status/dirtyPathSet.ts; packages/vscode-extension/src/status/statusRefreshScheduler.ts; packages/vscode-extension/tests/dirtyPathSet.test.ts; packages/vscode-extension/tests/dirtyPathPipeline.test.ts; packages/vscode-extension/tests/statusRefreshScheduler.test.ts; packages/vscode-extension/tests/repositoryWatcherService.test.ts; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","native watcher storm production, installed idle/load evidence, and adaptive cost feedback remain open"
"SEC-001","P0","Approved","verified","packages/vscode-extension/tests/credentialController.test.ts; packages/vscode-extension/src/auth/credentialController.ts; docs/release/security-evidence-matrix.md","none","none"
"SEC-002","P0","Approved","verified","packages/vscode-extension/tests/diagnosticsRedaction.test.ts; packages/vscode-extension/tests/diagnosticsReportService.test.ts; packages/vscode-extension/tests/repositoryOperationJournal.test.ts; .github/ISSUE_TEMPLATE/01_bug_report.yml; .github/ISSUE_TEMPLATE/02_support_request.yml; docs/security/support-redaction-checklist.md; SECURITY.md; scripts/verify-support-intake.ps1; docs/release/security-evidence-matrix.md","none","none"
"SEC-003","P0","Approved","verified","packages/vscode-extension/tests/credentialController.test.ts; packages/vscode-extension/tests/certificateTrustController.test.ts; packages/vscode-extension/src/auth/credentialController.ts; packages/vscode-extension/src/auth/certificateTrustController.ts; docs/release/security-evidence-matrix.md","none","none"
"SEC-004","P0","Approved","verified","packages/vscode-extension/tests/certificateTrustController.test.ts; packages/vscode-extension/src/auth/certificateTrustController.ts; crates/subversionr-daemon/tests/native_bridge.rs; docs/release/security-evidence-matrix.md","none","none"
"SEC-005","P0","Approved","verified","packages/vscode-extension/tests/certificateTrustController.test.ts; packages/vscode-extension/src/auth/certificateTrustController.ts; docs/release/security-evidence-matrix.md","none","none"
"SEC-006","P0","Approved","verified","packages/vscode-extension/tests/credentialController.test.ts; packages/vscode-extension/tests/certificateTrustController.test.ts; packages/vscode-extension/src/auth/credentialController.ts; packages/vscode-extension/src/auth/certificateTrustController.ts; docs/release/security-evidence-matrix.md","none","none"
"SEC-007","P0","Approved","verified","packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/tests/credentialController.test.ts; packages/vscode-extension/tests/certificateTrustController.test.ts; packages/vscode-extension/tests/externalToolConfiguration.test.ts; packages/vscode-extension/src/security/workspaceTrust.ts; docs/release/security-evidence-matrix.md","none","none"
"SEC-008","P0","Approved","verified","packages/vscode-extension/tests/externalToolConfiguration.test.ts; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/src/security/externalToolConfiguration.ts; packages/vscode-extension/package.json; docs/release/security-evidence-matrix.md","none","none"
"SEC-009","P0","Approved","verified","packages/vscode-extension/tests/backendProcess.test.ts; packages/vscode-extension/src/backend/backendProcess.ts; crates/subversionr-daemon/src/stdio.rs; crates/subversionr-daemon/tests/stdio_rpc.rs; docs/release/security-evidence-matrix.md","none","none"
"SEC-010","P0","Approved","verified","packages/vscode-extension/tests/jsonRpcStreamClient.test.ts; packages/vscode-extension/tests/backendProcess.test.ts; crates/subversionr-daemon/src/stdio.rs; crates/subversionr-daemon/tests/stdio_rpc.rs; docs/release/security-evidence-matrix.md","none","none"
"SEC-011","P0","Approved","verified","packages/vscode-extension/src/security/externalToolConfiguration.ts; packages/vscode-extension/tests/externalToolConfiguration.test.ts; packages/vscode-extension/src/tortoise/tortoiseDetector.ts; packages/vscode-extension/tests/tortoiseDetector.test.ts; packages/vscode-extension/src/tortoise/tortoiseLauncher.ts; packages/vscode-extension/tests/tortoiseLauncher.test.ts; packages/vscode-extension/src/tortoise/tortoiseCommandController.ts; packages/vscode-extension/tests/tortoiseCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/package.json; docs/release/security-evidence-matrix.md","none","none"
"SEC-012","P0","Approved","blocked","docs/release/security-evidence-matrix.md; docs/plans/m7-release-publication.md; docs/release/m7-release-readiness-gates.md; scripts/release/test-vscode-install-rollback-fixture.ps1; scripts/tests/release-install-rollback-fixture.tests.ps1; scripts/release/test-vscode-cli-install-vsix.ps1; scripts/tests/release-vsix-scripts.tests.ps1; scripts/release/run-beta-candidate-evidence.ps1; scripts/tests/release-beta-candidate-evidence-scripts.tests.ps1","none","signed artifacts, installed-product cleanup, and previous-stable upgrade/rollback remain open"
"SEC-013","P0","Approved","partial","docs/plans/m7-release-publication.md; docs/release/security-evidence-matrix.md; packages/vscode-extension/src/cache/cacheLifecycleService.ts; packages/vscode-extension/tests/cacheLifecycleService.test.ts; packages/vscode-extension/src/cache/cacheCommandController.ts; packages/vscode-extension/tests/cacheCommandController.test.ts; packages/vscode-extension/src/extension.ts; scripts/release/test-vscode-install-rollback-fixture.ps1; scripts/tests/release-install-rollback-fixture.tests.ps1","none","installed package cache privacy and previous-stable install/upgrade/rollback evidence remain open"
"SEC-014","P0","Approved","verified","packages/vscode-extension/tests/diagnosticsRedaction.test.ts; packages/vscode-extension/tests/diagnosticsReportService.test.ts; .github/ISSUE_TEMPLATE/01_bug_report.yml; .github/ISSUE_TEMPLATE/02_support_request.yml; docs/security/support-redaction-checklist.md; SECURITY.md; scripts/verify-support-intake.ps1; docs/release/security-evidence-matrix.md","none","none"
"SEC-015","P0","Approved","exception","docs/release/security-evidence-matrix.md; docs/plans/m7-release-publication.md; docs/release/0.2.2-publication-evidence.md; docs/release/0.2.3-publication-evidence.md; docs/release/github-attestation-candidate-contract.win32-x64.json; docs/release/github-attestation-contract.win32-x64.json; docs/release/post-release-asset-verification-predicate.v1.schema.json; docs/release/github-attestation-evidence.win32-x64.json; docs/release/github-attestation-bundle.win32-x64.json; docs/release/github-attestation-verification.win32-x64.json; .github/workflows/attest-release-vsix.yml; scripts/release/verify-release-attestation-subject.ps1; scripts/release/generate-post-release-asset-verification-predicate.ps1; scripts/release/record-live-github-attestation.ps1; scripts/release/package-vscode-vsix.ps1; scripts/release/generate-release-provenance.ps1; scripts/release/generate-publication-gaps.ps1; scripts/release/generate-live-osv-vulnerability-review.ps1; scripts/release/generate-native-advisory-review.ps1; scripts/release/generate-vulnerability-decision-evidence.ps1; scripts/release/generate-native-artifact-map-preflight.ps1; packages/vscode-extension/README.md; .github/workflows/publish-marketplace.yml; scripts/release/record-marketplace-publication.ps1; scripts/tests/release-marketplace-publication-scripts.tests.ps1; docs/release/marketplace-pre-release-owner-exception-0.2.2.md; docs/release/marketplace-pre-release-owner-exception-0.2.3.md; docs/release/marketplace-identity-bootstrap-evidence.json; docs/release/marketplace-publisher-authorization-evidence.json; docs/release/marketplace-existing-listing-evidence.json","docs/release/marketplace-pre-release-owner-exception-0.2.3.md","The exact 0.2.3 candidate is released, live-attested, and available through the Marketplace pre-release channel; final SBOM/NOTICE/legal approval, public-install verification, public readiness, signing, vulnerability approval, and signed provenance remain open"
"SEC-016","P0","Approved","blocked","docs/release/security-evidence-matrix.md; docs/release/m7-release-readiness-gates.md; docs/plans/m7-release-publication.md; docs/security/malicious-input-corpus.win32-x64.json; docs/security/native-remote-fuzz-contract.win32-x64.json; crates/subversionr-daemon/tests/native_bridge.rs; scripts/release/generate-malicious-input-corpus.ps1; scripts/release/verify-malicious-input-corpus.ps1; scripts/tests/release-malicious-input-corpus-scripts.tests.ps1; scripts/release/generate-native-remote-fuzz-contract.ps1; scripts/release/verify-native-remote-fuzz-contract.ps1; scripts/tests/release-native-remote-fuzz-contract-scripts.tests.ps1; scripts/release/generate-native-remote-fuzz-target-preflight.ps1; scripts/release/verify-native-remote-fuzz-target-preflight.ps1; scripts/tests/release-native-remote-fuzz-target-preflight-scripts.tests.ps1; fuzz/Cargo.toml; fuzz/fuzz_targets/svn_server_response_history_log.rs; fuzz/corpus/svn_server_response_history_log/manifest.json; scripts/release/generate-native-remote-fuzz-fixed-seed-smoke.ps1; scripts/release/verify-native-remote-fuzz-fixed-seed-smoke.ps1; scripts/tests/release-native-remote-fuzz-fixed-seed-smoke-scripts.tests.ps1","none","coverage-guided native remote-protocol fuzzing with sanitizer-instrumented libsvn coverage remains open"
"PER-001","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-002","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-003","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-004","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-005","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-006","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-007","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-008","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-009","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-010","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-011","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-012","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-013","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-014","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"PER-015","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-001","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-002","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-003","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-004","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-005","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-006","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-007","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-008","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-009","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-010","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-011","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"REL-012","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"OBS-001","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"OBS-002","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"OBS-003","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"OBS-004","P1","Approved","partial","packages/vscode-extension/tests/diagnosticsReportService.test.ts; packages/vscode-extension/src/status/watcherOverflowDiagnostics.ts; packages/vscode-extension/src/diagnostics/diagnosticsReportService.ts; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1","none","scan, queue, cache, and broader watcher metrics remain open"
"OBS-005","P1","Approved","verified","packages/vscode-extension/tests/diagnosticsCommandController.test.ts; packages/vscode-extension/tests/diagnosticsReportService.test.ts; packages/vscode-extension/src/diagnostics/diagnosticsReportService.ts; packages/vscode-extension/src/operations/repositoryOperationJournal.ts; .github/ISSUE_TEMPLATE/02_support_request.yml; docs/security/support-redaction-checklist.md; scripts/verify-support-intake.ps1; docs/release/security-evidence-matrix.md","none","none"
"OBS-006","P1","Approved","verified","packages/vscode-extension/tests/diagnosticsCommandController.test.ts; packages/vscode-extension/tests/diagnosticsReportService.test.ts; packages/vscode-extension/src/diagnostics/diagnosticsReportService.ts; packages/vscode-extension/src/extension.ts; docs/release/security-evidence-matrix.md","none","none"
"OBS-007","P1","Approved","verified","packages/vscode-extension/tests/diagnosticsReportService.test.ts; packages/vscode-extension/tests/diagnosticsRedaction.test.ts; packages/vscode-extension/tests/repositoryOperationJournal.test.ts; packages/vscode-extension/src/diagnostics/diagnosticsRedaction.ts; packages/vscode-extension/src/diagnostics/installedRedactionReport.ts; packages/vscode-extension/tests/installedRedactionReport.test.ts; packages/vscode-extension/src/operations/repositoryOperationJournal.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/tests/extensionManifest.test.ts; scripts/release/test-vscode-installed-extension-host.ps1; scripts/tests/release-installed-extension-host-scripts.tests.ps1","none","none"
"OBS-008","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-001","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-002","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-003","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-004","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-005","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-006","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-007","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"MIG-008","P0","Approved","partial","docs/plans/m7-release-publication.md; docs/release/m7-release-readiness-gates.md; docs/release/security-evidence-matrix.md; crates/subversionr-protocol/tests/protocol_contract.rs; crates/subversionr-daemon/tests/rpc_dispatch.rs; packages/vscode-extension/src/backend/backendProcess.ts; packages/vscode-extension/tests/backendProcess.test.ts; packages/vscode-extension/src/cache/cacheLifecycleService.ts; packages/vscode-extension/tests/cacheLifecycleService.test.ts; scripts/release/test-vscode-install-rollback-fixture.ps1; scripts/tests/release-install-rollback-fixture.tests.ps1","none","previous-stable installed-product cache migration E2E remains open"
"MIG-009","P1","Approved","blocked","docs/release/security-evidence-matrix.md; docs/plans/m7-release-publication.md; docs/release/0.2.2-publication-evidence.md; docs/release/0.2.3-publication-evidence.md; scripts/release/package-vscode-vsix.ps1; scripts/release/test-vscode-cli-install-vsix.ps1; scripts/release/test-vscode-installed-extension-host.ps1; scripts/release/test-vscode-installed-core-workflow.ps1; scripts/release/test-vscode-installed-source-control-surface.ps1; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; docs/release/marketplace-existing-listing-evidence.json","none","The exact 0.2.3 candidate is released, live-attested, and available through the Marketplace pre-release channel; public-install verification, signing/provenance trust, and previous-stable upgrade/rollback remain open"
"MIG-010","P1","Approved","exception","docs/release/security-evidence-matrix.md; docs/plans/m7-release-publication.md; scripts/release/test-vscode-install-rollback-fixture.ps1; scripts/tests/release-install-rollback-fixture.tests.ps1; docs/release/marketplace-pre-release-owner-exception-0.2.2.md; docs/release/marketplace-pre-release-owner-exception-0.2.3.md","docs/release/marketplace-pre-release-owner-exception-0.2.3.md","Owner exception permits one evidence-gated Marketplace pre-release before real previous-stable upgrade/rollback evidence exists; the release blocker remains open"
"MIG-011","P1","Approved","partial","docs/plans/m7-release-publication.md; docs/release/security-evidence-matrix.md; packages/vscode-extension/src/cache/cacheLifecycleService.ts; packages/vscode-extension/tests/cacheLifecycleService.test.ts; packages/vscode-extension/src/cache/cacheCommandController.ts; packages/vscode-extension/tests/cacheCommandController.test.ts; packages/vscode-extension/src/extension.ts; packages/vscode-extension/package.json; packages/vscode-extension/tests/extensionManifest.test.ts; packages/vscode-extension/l10n/bundle.l10n.json","none","full imported-settings and command-behavior migration report evidence remains open"
"MIG-012","P1","Approved","exception","docs/release/security-evidence-matrix.md; docs/plans/m7-release-publication.md; docs/release/0.2.2-publication-evidence.md; docs/release/0.2.3-publication-evidence.md; docs/release/github-attestation-candidate-contract.win32-x64.json; docs/release/github-attestation-contract.win32-x64.json; docs/release/post-release-asset-verification-predicate.v1.schema.json; docs/release/github-attestation-evidence.win32-x64.json; docs/release/github-attestation-bundle.win32-x64.json; docs/release/github-attestation-verification.win32-x64.json; .github/workflows/attest-release-vsix.yml; scripts/release/generate-third-party-notice.ps1; scripts/release/generate-release-provenance.ps1; scripts/release/generate-publication-gaps.ps1; scripts/release/generate-vulnerability-decision-evidence.ps1; scripts/release/generate-native-artifact-map-preflight.ps1; .github/workflows/publish-marketplace.yml; scripts/release/record-marketplace-publication.ps1; scripts/tests/release-marketplace-publication-scripts.tests.ps1; docs/release/marketplace-pre-release-owner-exception-0.2.2.md; docs/release/marketplace-pre-release-owner-exception-0.2.3.md; docs/release/marketplace-identity-bootstrap-evidence.json; docs/release/marketplace-publisher-authorization-evidence.json; docs/release/marketplace-existing-listing-evidence.json","docs/release/marketplace-pre-release-owner-exception-0.2.3.md","The exact 0.2.3 candidate is released, live-attested, and available through the Marketplace pre-release channel; final NOTICE/license and legal review, public-install verification, signing, vulnerability approval, and signed-provenance blockers remain open"
"TST-001","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-002","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-003","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-004","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-005","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-006","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-007","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-008","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-009","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-010","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-011","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-012","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-013","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-014","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-015","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-016","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-017","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-018","P1","Approved","blocked","docs/release/security-evidence-matrix.md; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/release/capture-vscode-renderer-ui.mjs; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1","none","Installed Source Control UI E2E captures local DOM, accessibility-tree, and nonblank screenshot evidence; public release remains blocked on broader keyboard and screen-reader acceptance across non-SCM product surfaces"
"TST-019","P1","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-020","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-021","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-022","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-023","P0","Approved","blocked","none","none","implementation-evidence-not-yet-audited"
"TST-024","P0","Approved","blocked","docs/release/security-evidence-matrix.md; docs/plans/m7-release-publication.md; docs/release/0.2.2-publication-evidence.md; docs/release/0.2.3-publication-evidence.md; docs/release/github-attestation-evidence.win32-x64.json; docs/release/post-release-asset-verification-predicate.v1.schema.json; docs/release/github-attestation-bundle.win32-x64.json; docs/release/github-attestation-verification.win32-x64.json; scripts/release/test-vscode-cli-install-vsix.ps1; scripts/release/test-vscode-installed-extension-host.ps1; scripts/release/test-vscode-installed-core-workflow.ps1; scripts/release/test-vscode-installed-source-control-surface.ps1; scripts/release/test-vscode-installed-source-control-ui-e2e.ps1; scripts/release/verify-release-attestation-subject.ps1; scripts/release/generate-post-release-asset-verification-predicate.ps1; scripts/release/record-live-github-attestation.ps1; scripts/tests/release-live-attestation-scripts.tests.ps1; scripts/tests/release-beta-candidate-evidence-scripts.tests.ps1; scripts/tests/release-vsix-scripts.tests.ps1; scripts/tests/release-installed-source-control-ui-e2e-scripts.tests.ps1; packages/vscode-extension/tests/stateEngineBetaPerformanceGate.test.ts; scripts/release/test-state-engine-beta-performance.ps1; scripts/tests/release-state-engine-beta-performance-scripts.tests.ps1; .github/workflows/publish-marketplace.yml; scripts/release/record-marketplace-publication.ps1; scripts/tests/release-marketplace-publication-scripts.tests.ps1; docs/release/marketplace-identity-bootstrap-evidence.json; docs/release/marketplace-publisher-authorization-evidence.json; docs/release/marketplace-existing-listing-evidence.json","none","The exact 0.2.3 candidate is released, live-attested, and available through the Marketplace pre-release channel; public-install verification, previous-stable upgrade/rollback, final vulnerability approval, reproducible or signed source-to-binary provenance, and artifact signing remain open"
